
OID=.1.3.6.1.2.1.1.2.0, Type=OID, Value=1.3.6.1.4.1.318.1.3.4.5
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.6, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.7, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.8, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.9, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.10, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.11, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.12, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.13, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.14, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.15, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.16, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.17, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.18, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.19, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.20, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.21, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.22, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.23, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.4.24, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.1, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.3, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.4, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.5, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.6, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.7, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.8, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.9, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.10, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.11, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.12, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.13, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.14, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.15, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.16, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.17, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.18, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.19, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.20, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.21, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.22, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.23, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.5.24, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.5, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.6, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.7, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.8, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.9, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.10, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.11, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.12, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.13, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.14, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.15, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.16, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.17, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.18, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.19, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.20, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.21, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.22, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.23, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.6.24, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.1, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.2, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.3, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.4, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.5, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.6, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.7, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.8, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.9, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.10, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.11, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.12, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.13, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.14, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.15, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.16, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.17, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.18, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.19, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.20, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.21, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.22, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.23, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.3.5.1.1.7.24, Type=Gauge32, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.4.1.1.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.4.1.2.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.4.1.3.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.5.1.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.1.12.5.3.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.5.4.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.5.4.1.2.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.5.4.1.3.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.1.12.5.5.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.1.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.2.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.2.1.2.1, Type=OctetString, Value=Rack PDU_ISX
OID=.1.3.6.1.4.1.318.1.4.2.2.1.3.1, Type=OctetString, Value=ZA0907002362
OID=.1.3.6.1.4.1.318.1.4.2.2.1.4.1, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.2.1.5.1, Type=OctetString, Value=Rack PDU
OID=.1.3.6.1.4.1.318.1.4.2.2.1.6.1, Type=OctetString, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.2.1.7.1, Type=OctetString, Value=Bangalore
OID=.1.3.6.1.4.1.318.1.4.2.2.1.8.1, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.4.2.2.1.9.1, Type=OctetString, Value=Rack PDU
OID=.1.3.6.1.4.1.318.1.4.2.2.1.10.1, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.4.2.2.1.11.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.2.1.12.1, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.2.1.13.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.2.1.14.1, Type=OctetString, Value=SB-1
OID=.1.3.6.1.4.1.318.1.4.2.3.0, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.4.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.4.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.4.1.2.1, Type=OctetString, Value=ZA0907002362
OID=.1.3.6.1.4.1.318.1.4.2.4.1.2.2, Type=OctetString, Value=ZA0907002362
OID=.1.3.6.1.4.1.318.1.4.2.4.1.3.1, Type=OctetString, Value=apc_hw02_aos_358.bin
OID=.1.3.6.1.4.1.318.1.4.2.4.1.3.2, Type=OctetString, Value=apc_hw02_rpdu_357.bin
OID=.1.3.6.1.4.1.318.1.4.2.4.1.4.1, Type=OctetString, Value=v3.5.8
OID=.1.3.6.1.4.1.318.1.4.2.4.1.4.2, Type=OctetString, Value=v3.5.7
OID=.1.3.6.1.4.1.318.1.4.2.5.0, Type=Integer, Value=19
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.6, Type=Integer, Value=6
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.7, Type=Integer, Value=7
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.8, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.9, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.10, Type=Integer, Value=10
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.11, Type=Integer, Value=11
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.12, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.13, Type=Integer, Value=13
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.14, Type=Integer, Value=14
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.15, Type=Integer, Value=15
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.16, Type=Integer, Value=16
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.17, Type=Integer, Value=17
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.18, Type=Integer, Value=18
OID=.1.3.6.1.4.1.318.1.4.2.6.1.1.19, Type=Integer, Value=19
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.6, Type=Integer, Value=6
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.7, Type=Integer, Value=7
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.8, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.9, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.10, Type=Integer, Value=10
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.11, Type=Integer, Value=11
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.12, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.13, Type=Integer, Value=13
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.14, Type=Integer, Value=14
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.15, Type=Integer, Value=15
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.16, Type=Integer, Value=16
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.17, Type=Integer, Value=17
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.18, Type=Integer, Value=18
OID=.1.3.6.1.4.1.318.1.4.2.6.1.2.19, Type=Integer, Value=19
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.1, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.2, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.3, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.4, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.5, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.6, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.7, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.8, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.9, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.10, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.11, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.12, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.13, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.14, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.15, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.16, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.17, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.18, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.3.19, Type=OctetString, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.1, Type=OctetString, Value=MTYx
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.2, Type=OctetString, Value=MjM=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.3, Type=OctetString, Value=ODA=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.4, Type=OctetString, Value=OTk1MA==
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.5, Type=OctetString, Value=OTk1MA==
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.6, Type=OctetString, Value=NDQz
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.7, Type=OctetString, Value=MjI=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.8, Type=OctetString, Value=MjI=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.9, Type=OctetString, Value=MTIz
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.10, Type=OctetString, Value=MjU=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.11, Type=OctetString, Value=MjE=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.12, Type=OctetString, Value=MjE=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.13, Type=OctetString, Value=Njg=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.14, Type=OctetString, Value=NTQ2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.15, Type=OctetString, Value=MTgxMg==
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.16, Type=OctetString, Value=MTYx
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.17, Type=OctetString, Value=MjE=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.18, Type=OctetString, Value=MjE=
OID=.1.3.6.1.4.1.318.1.4.2.6.1.4.19, Type=OctetString, Value=OTk1MQ==
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.1, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.3, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.4, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.5, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.6, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.7, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.8, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.9, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.10, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.11, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.12, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.13, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.14, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.15, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.16, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.17, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.18, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.6.1.5.19, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.7.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.8.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.8.1.2.1, Type=OctetString, Value=power
OID=.1.3.6.1.4.1.318.1.4.2.8.1.3.1, Type=OctetString, Value=pdu
OID=.1.3.6.1.4.1.318.1.4.2.8.1.4.1, Type=OctetString, Value=rpdu
OID=.1.3.6.1.4.1.318.1.4.2.8.1.5.1, Type=OctetString, Value=version7
OID=.1.3.6.1.4.1.318.1.4.2.8.1.6.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.2.9.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.10.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.4.2.12.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.4.1.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.4.4.3.0, Type=OctetString, Value=<Host Name or IP>,<1 digit type identifier>
OID=.1.3.6.1.4.1.318.1.4.4.4.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.1.4.5.1.0, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.5, Type=Integer, Value=5
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.6, Type=Integer, Value=6
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.7, Type=Integer, Value=7
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.8, Type=Integer, Value=8
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.9, Type=Integer, Value=9
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.10, Type=Integer, Value=10
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.11, Type=Integer, Value=11
OID=.1.3.6.1.4.1.318.1.4.5.2.1.1.12, Type=Integer, Value=12
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.1, Type=Integer, Value=3841
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.2, Type=Integer, Value=3843
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.3, Type=Integer, Value=3845
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.4, Type=Integer, Value=3848
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.5, Type=Integer, Value=3862
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.6, Type=Integer, Value=3864
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.7, Type=Integer, Value=3856
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.8, Type=Integer, Value=3858
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.9, Type=Integer, Value=3860
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.10, Type=Integer, Value=3871
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.11, Type=Integer, Value=3873
OID=.1.3.6.1.4.1.318.1.4.5.2.1.2.12, Type=Integer, Value=3875
OID=.1.3.6.1.4.1.318.1.4.6.1.1.0, Type=OctetString, Value=  07 00 00 00                                        
OID=.1.3.6.1.4.1.318.1.4.7.1.0, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.4.7.3.0, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.1.4.7.4.0, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.1.4.7.5.0, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.2.1.1.0, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.2.1.2.1.1.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.1.2, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.2.1.2.1.1.3, Type=Integer, Value=3
OID=.1.3.6.1.4.1.318.2.1.2.1.1.4, Type=Integer, Value=4
OID=.1.3.6.1.4.1.318.2.1.2.1.2.1, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.1.2.1.2.2, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.1.2.1.2.3, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.1.2.1.2.4, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.1.2.1.3.1, Type=OctetString, Value=public
OID=.1.3.6.1.4.1.318.2.1.2.1.3.2, Type=OctetString, Value=public
OID=.1.3.6.1.4.1.318.2.1.2.1.3.3, Type=OctetString, Value=public
OID=.1.3.6.1.4.1.318.2.1.2.1.3.4, Type=OctetString, Value=public
OID=.1.3.6.1.4.1.318.2.1.2.1.4.1, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.1.2.1.4.2, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.1.2.1.4.3, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.1.2.1.4.4, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.1.2.1.5.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.5.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.5.3, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.5.4, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.6.1, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.6.2, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.6.3, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.2.1.6.4, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.3.0, Type=Integer, Value=1
OID=.1.3.6.1.4.1.318.2.1.4.0, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.1.5.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.1.6.1.0, Type=OctetString, Value=07/18/2023
OID=.1.3.6.1.4.1.318.2.1.6.2.0, Type=OctetString, Value=10:29:15
OID=.1.3.6.1.4.1.318.2.2.1.0, Type=Integer, Value=2
OID=.1.3.6.1.4.1.318.2.3.1.0, Type=Integer, Value=40332
OID=.1.3.6.1.4.1.318.2.3.2.0, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.3.3.0, Type=OctetString, Value=86264
OID=.1.3.6.1.4.1.318.2.3.4.0, Type=Gauge32, Value=12808
OID=.1.3.6.1.4.1.318.2.3.5.0, Type=TimeTicks, Value=0:00:00.00
OID=.1.3.6.1.4.1.318.2.3.6.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.3.7.0, Type=Integer, Value=0
OID=.1.3.6.1.4.1.318.2.3.8.0, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.3.9.0, Type=IpAddress, Value=0.0.0.0
OID=.1.3.6.1.4.1.318.2.3.10.0, Type=OctetString, Value=68788
